Prompt,Energieverbrauch
Nenne Anwendungsfelder von Computer Vision.,0.000373438515941797
Nenne KI und Datenschutz.,0.0003398912790524503
Führe auf ethische Herausforderungen bei Machine Learning.,0.000512626934368508
Nenne Tipps für Data Labeling.,0.0004226113569693765
Nenne Schritte im Data-Science-Prozess.,0.0004566153039142886
Liste Probleme bei Big Data.,0.00035272528328389506
Liste Cloud-Services mit GPU-Unterstützung.,0.00035340281068951677
Führe auf Anwendungsgebiete für Natural Language Processing.,0.0003861002449536421
Zähle auf KI in der Finanzbranche.,0.00037647873979738977
Zähle auf Konzepte der Datenanonymisierung.,0.00038811576791206284
Beschreibe Konzepte der Datenanonymisierung.,0.00046690000005778046
Liste Transferierbarkeit von ML-Modellen.,0.0004011358471709927
Liste Aktuelle Forschungstrends in KI.,0.000467373219639856
Nenne Bedeutung von Vortrainierten Modellen.,0.00032660324739420735
Beschreibe Anwendungsfelder von Computer Vision.,0.0005065451190467607
Nenne Kriterien für ein gutes Trainingsset.,0.00047228521602965556
Erkläre Rolle von KI im Umweltschutz.,0.00036686771764446235
Führe auf Rolle von KI im Umweltschutz.,0.00037674023329532086
Führe auf Metriken zur Bewertung von ML-Modellen.,0.0005699168893199385
Erkläre Metriken zur Bewertung von ML-Modellen.,0.0006346807711039604
Was sind Probleme bei Big Data.,0.0003312094513036284
Führe auf KI im Bildungswesen.,0.000514300045816263
Liste Bedeutung von Vortrainierten Modellen.,0.00036817489942156726
Gib an Einsatz von KI für Nachhaltigkeit.,0.0004108501354510177
Liste KI im Bildungswesen.,0.00040121018871696376
Liste Metriken zur Bewertung von ML-Modellen.,0.0004815273047212741
Liste Einsatzmöglichkeiten von KI in der Produktion.,0.0004536754976320939
Nenne KI im Bildungswesen.,0.0001579794699766436
Liste Risiken von KI-Systemen.,0.00048207201560249353
Nenne Automatisierung durch KI.,0.0001990576233953147
Zähle auf Bedeutung von Vortrainierten Modellen.,0.0002789111477997126
Erkläre KI-Anwendungen in der Medizin.,0.0003166606126048413
Liste Verantwortungsvoller KI-Einsatz.,0.00046458847736204593
Zähle auf KI-Anwendungen in der Medizin.,0.00035514673735604924
Beschreibe KI-Anwendungen in der Medizin.,0.00042839170475735764
Erkläre Einsatzmöglichkeiten von KI in der Produktion.,0.0004423382515591192
Nenne Arten von Datensätzen im ML.,0.00038196598899393954
Was sind Vorteile und Grenzen von AutoML.,0.0003012029858293642
Was sind Metriken zur Bewertung von ML-Modellen.,0.00045111149418634953
Beschreibe Sicherheitsaspekte beim Model Deployment.,0.000552754924201901
Nenne Konzepte des Transfer Learning.,0.0003535014363165066
Beschreibe Vorteile von KI.,2.067499629359291e-06
Beschreibe Voraussetzungen für erfolgreiches Model-Deployment.,0.0005116148019642219
Zähle auf Einsatzmöglichkeiten von KI in der Produktion.,0.0003695215478303689
Zähle auf Cloud-Services mit GPU-Unterstützung.,0.00026893819912576485
Beschreibe Schwachstellen von Chatbots.,0.0004394093821398148
Beschreibe Metriken zur Bewertung von ML-Modellen.,0.0005655594703105906
Was sind Vorteile von multimodaler KI.,0.00034015705241782106
Gib an Rolle von KI im Umweltschutz.,0.0002949651152924708
Gib an Tipps für Data Labeling.,0.00036017087770101456
Gib an Sinn und Unsinn von KI-Ethik-Richtlinien.,0.00028468375108578166
Was sind Strategien zur Fehlerbehandlung in KI-Systemen.,0.00046428912695790307
Liste ethische Herausforderungen bei Machine Learning.,0.0006278513291321985
Führe auf Sinn und Unsinn von KI-Ethik-Richtlinien.,0.0003311104434568437
Nenne Regularisierungstechniken in ML.,0.00039194231616536125
Was sind gängige ML-Algorithmen.,0.0004119497059331479
Liste Bedeutung von Trainingsdatenmenge.,0.00015777770859213828
Was sind Best Practices für Feature Engineering.,0.0004159006578533294
Nenne Rolle von KI im Umweltschutz.,0.00038178225596238085
Gib an Voraussetzungen für erfolgreiches Model-Deployment.,0.0005431090669227823
Beschreibe Limits von generativer KI.,0.00044402746237715083
Beschreibe gängige ML-Algorithmen.,0.00038724335876147973
Zähle auf Einsatz von KI in der Sprachverarbeitung.,0.00034648764438576613
Erörtere  was versteht man unter AI as a Service?,0.0002879690794412
Was versteht man unter AI as a Service? (knapp),3.3197700767040845e-05
Nenne die Hauptvorteile von Machine Learning in der Cloud. (ausführliche erklärung),0.0004761485084976
Nenne die Hauptvorteile von Machine Learning in der Cloud. (so knapp wie möglich),5.364523762522232e-05
Welche Herausforderungen gibt es bei KI-Ethik? (beantworte ausführlich),0.0006915635698699
Welche Herausforderungen gibt es bei KI-Ethik? (so kurz wie möglich),3.804557205495826e-05
Wie funktioniert supervised learning? (erklären sie),0.0002777126757134
Wie funktioniert supervised learning? (eine zeile),6.492053657215377e-05
Was ist der Unterschied zwischen klassischem Programmieren und ML? (mit hintergrundwissen),0.0004691846489532
Was ist der Unterschied zwischen klassischem Programmieren und ML? (kurz und bündig),5.960263361877821e-05
Wofür wird Reinforcement Learning eingesetzt? (mit hintergrundwissen),0.0004416779662679
Wofür wird Reinforcement Learning eingesetzt? (in kurzform),3.6914576689861134e-05
Was ist ein neuronales Netz? (ausführlich),0.0006643770374588
Was ist ein neuronales Netz? (kurze antwort),3.627557983705484e-05
Erkläre Overfitting mit einem Beispiel. (mit hintergrundwissen),0.0003856877517645
Erkläre Overfitting mit einem Beispiel. (kurze antwort),4.300736548799982e-05
Wie kann man Daten für ML-Anwendungen vorverarbeiten? (in eigenen worten),0.0004615596856043
Wie kann man Daten für ML-Anwendungen vorverarbeiten? (in einem satz),3.85630113606253e-05
Nennen Welche Bedeutung haben GPUs für KI?,0.0002341709883798
Welche Bedeutung haben GPUs für KI? (kurze antwort),3.3403202445610926e-05
Erörtere  was ist Transfer Learning?,0.0003384837187492
Was ist Transfer Learning? (in kurzform),2.876836051408448e-05
Erörtere Nenne bekannte Anbieter von AIaaS.,0.0005090016202014
Nenne bekannte Anbieter von AIaaS. (kurz beschreiben),0.0001765358004538
Beschreibe  wie lässt sich KI für die Automatisierung nutzen?,0.0003870373058694
Wie lässt sich KI für die Automatisierung nutzen? (kurz zusammengefasst),9.626854942891524e-05
Was sind Biases in ML-Modellen? (in eigenen worten),0.0003240063196039
Was sind Biases in ML-Modellen? (stichpunktartig),0.0001842555115704
Erläutere  was ist ein Hyperparameter in ML?,0.0002541577695992
Was ist ein Hyperparameter in ML? (kurz zusammengefasst),4.996635786703981e-05
Erläutere  wie funktioniert Feature Engineering?,0.0005246291764968
Wie funktioniert Feature Engineering? (in kurzform),4.403658360561147e-05
Beschreibe  was ist die Rolle von APIs im Kontext von AIaaS?,0.000310185504503
Was ist die Rolle von APIs im Kontext von AIaaS? (in drei worten),2.6045503775432163e-05
Wie wird Natural Language Processing in der Industrie eingesetzt? (liefere details),0.0004524476244598
Wie wird Natural Language Processing in der Industrie eingesetzt? (knapp),3.5428723225182386e-05
Erörtere Welche Programmiersprachen sind am wichtigsten für KI?,0.0003537427303639
Welche Programmiersprachen sind am wichtigsten für KI? (nur das wichtigste),8.32488012790416e-05
Erkläre den Begriff Big Data. (in eigenen worten),0.0002119097886772
Erkläre den Begriff Big Data. (kurz),3.28658277089854e-05
Nennen  was sind die Risiken von generativer KI?,0.0003502862296391
Was sind die Risiken von generativer KI? (in einem satz),3.968083093505602e-05
Wie kann man ML-Modelle überwachen? (ausführlich),0.000644153163753
Wie kann man ML-Modelle überwachen? (nur das wichtigste),0.0004067825153711
Was ist Explainable AI (XAI)? (begründe),0.0003239668304327
Was ist Explainable AI (XAI)? (stichpunkte),0.0001373722476614
Erläutere  wie funktioniert ein Decision Tree?,0.0003993676521905
Wie funktioniert ein Decision Tree? (stichpunktartig),0.0002179980368688
Erkläre Data Augmentation. (mit beispiel),0.0003283926328242
Erkläre Data Augmentation. (in wenigen worten),3.23538772579024e-05
Welche Cloud-Plattformen bieten KI-Dienste? (mit hintergrundwissen),0.0004678128851459
Welche Cloud-Plattformen bieten KI-Dienste? (knapp),3.682454455415294e-05
Wie kann man Deep Learning effizient trainieren? (in eigenen worten),0.0003597307131504
Wie kann man Deep Learning effizient trainieren? (nur das wichtigste),0.0003778558858991
Was sind Use Cases für KI im Gesundheitswesen? (beantworte ausführlich),0.0005246541775046
Was sind Use Cases für KI im Gesundheitswesen? (maximal ein satz),4.0499743488777535e-05
Erläutere  wie funktioniert ein Recommendation System?,0.0003697459153169
Wie funktioniert ein Recommendation System? (stichpunkte),0.0002587296101255
Was ist unsupervised learning? (mit beispiel),0.0002079457753572
Was ist unsupervised learning? (prägnant),3.2680589607471494e-05
Was ist ein Random Forest? (ausführliche erklärung),0.0004750664300755
Was ist ein Random Forest? (in einem satz),3.436172142837393e-05
Wie erkennt man Anomalien mit ML? (erklären sie),0.0004582702565337
Wie erkennt man Anomalien mit ML? (so kurz wie möglich),3.225722854978998e-05
Beschreibe Welche Rolle spielt Data Privacy bei AIaaS?,0.0003819740497901
Welche Rolle spielt Data Privacy bei AIaaS? (kurz zusammengefasst),7.483713533376372e-05
Wie funktioniert der Turing-Test? (liefere details),0.0005487169112386
Wie funktioniert der Turing-Test? (stichpunktartig),0.0002486832801113
Erkläre Computer Vision. (genau),0.0003067435144812
Erkläre Computer Vision. (in kurzform),3.05807626256511e-05
Erläutere  wie kann man Modelle gegen Angriffe absichern?,0.0005758697058712
Wie kann man Modelle gegen Angriffe absichern? (in wenigen worten),3.490351814794568e-05
Was ist ein Pretrained Model? (begründe),0.0002738983265374
Was ist ein Pretrained Model? (kurz beschreiben),6.14935661389971e-05
Wie funktioniert Federated Learning? (erklären sie),0.0003139053953276
Wie funktioniert Federated Learning? (kurz zusammengefasst),0.0001020287907816
Was ist die Rolle von Open Source in KI? (ausführliche erklärung),0.0004639873756163
Was ist die Rolle von Open Source in KI? (stichpunktartig),0.0001628199298823
Wie werden ML-Modelle in Produktion gebracht? (mit beispiel),0.0003863549135206
Wie werden ML-Modelle in Produktion gebracht? (kurz erklären),0.0001503413973974
Was ist der Unterschied zwischen KI und ML? (mit beispiel),0.0002112981589549
Was ist der Unterschied zwischen KI und ML? (in kurzform),2.441593681742812e-05
Wie kann KI nachhaltiger werden? (in eigenen worten),0.0004161105764354
Wie kann KI nachhaltiger werden? (kurze antwort),3.844747367004415e-05
Erörtere  wie funktioniert sentiment analysis?,0.0004554184963679
Wie funktioniert sentiment analysis? (kurz),4.160784291232283e-05
Erläutere  wie werden Chatbots trainiert?,0.0004446142909845
Wie werden Chatbots trainiert? (so kurz wie möglich),3.996817950948588e-05
Erläutere Welche Herausforderungen gibt es bei der Datenqualität?,0.0004062507875833
Welche Herausforderungen gibt es bei der Datenqualität? (kurz und bündig),3.4191223128915455e-05
Wie kann man Bias im Training reduzieren? (liefere eine genaue beschreibung),0.0006170560578728
Wie kann man Bias im Training reduzieren? (in kurzform),3.56649483096085e-05
Was sind die Trends im Bereich AIaaS? (erklären sie),0.0004158310052727
Was sind die Trends im Bereich AIaaS? (maximal ein satz),4.5568711701706095e-05
Wie kann man ML-Projekte agil umsetzen? (detailliert),0.0006235101162649
Wie kann man ML-Projekte agil umsetzen? (stichpunktartig),0.0003845288118121
Was ist ein Datensatz? (ausführlich),0.0003616893459883
Was ist ein Datensatz? (kurz zusammengefasst),3.97150844775816e-05
Wie wichtig ist Datenqualität für KI-Systeme? (ausführliche erklärung),0.0004519563480593
Wie wichtig ist Datenqualität für KI-Systeme? (kurz und bündig),4.2253518876814e-05
Nennen  was ist der Unterschied zwischen künstlicher Intelligenz und schwacher KI?,0.0001874046560151
Was ist der Unterschied zwischen künstlicher Intelligenz und schwacher KI? (in wenigen worten),3.4903314128058554e-05
Wie kann Explainable AI zur Akzeptanz von KI beitragen? (liefere eine genaue beschreibung),0.0004427481359814
Wie kann Explainable AI zur Akzeptanz von KI beitragen? (so knapp wie möglich),3.649227848268353e-05
Welche regulatorischen Anforderungen gelten für KI-Systeme in Europa? (genau),0.000443746249849
Welche regulatorischen Anforderungen gelten für KI-Systeme in Europa? (eine zeile),0.0001344698419921
Was sind Edge AI und ihre Vorteile? (genau),0.0001708541394565
Was sind Edge AI und ihre Vorteile? (so knapp wie möglich),6.268390653001334e-05
Wie können Unternehmen von AIaaS profitieren? (detailliert),0.0004972953774929
Wie können Unternehmen von AIaaS profitieren? (kurz zusammengefasst),8.653292678487481e-05
Welche ethischen Leitlinien sollten bei KI-Projekten beachtet werden? (ausführliche erklärung),0.0007363590546583
Welche ethischen Leitlinien sollten bei KI-Projekten beachtet werden? (eine zeile),0.0001410062259013
Wie wird die Qualität von Trainingsdaten gemessen? (beantworte ausführlich),0.0005836600558055
Wie wird die Qualität von Trainingsdaten gemessen? (maximal ein satz),3.904950271157197e-05
Was sind typische Fehlerquellen bei ML-Projekten? (ausführlich),0.000693065050856
Was sind typische Fehlerquellen bei ML-Projekten? (stichpunktartig),0.000341775654894
Wie erfolgt die Evaluation von KI-Modellen? (schritt für schritt),0.0005404923592561
Wie erfolgt die Evaluation von KI-Modellen? (nur das wichtigste),0.0004296765839225
Beschreibe  was ist eine Konfusionsmatrix?,0.0002828923673613
Was ist eine Konfusionsmatrix? (knapp),4.0864133274821145e-05
Wie kann Cloud Computing die Entwicklung von KI beschleunigen? (detailliert),0.0004442410286614
Wie kann Cloud Computing die Entwicklung von KI beschleunigen? (stichpunkte),0.0001791470642391
Wie sieht die Zukunft von AIaaS aus? (begründe),0.0003802924551149
Wie sieht die Zukunft von AIaaS aus? (so kurz wie möglich),4.5141360298595646e-05
Was versteht man unter Model Deployment? (genau),4.472548078146058e-05
Was versteht man unter Model Deployment? (kurz zusammengefasst),4.0326090182586056e-05
Wie lassen sich KI-Modelle skalieren? (liefere eine genaue beschreibung),0.0005352312899158
Wie lassen sich KI-Modelle skalieren? (eine zeile),3.940549942837389e-05
Erörtere  wie kann man Overfitting verhindern?,0.000424773178696
Wie kann man Overfitting verhindern? (kurz zusammengefasst),8.197144926253667e-05
Welche Tools gibt es für das Monitoring von ML-Modellen? (liefere details),0.0006602285912174
Welche Tools gibt es für das Monitoring von ML-Modellen? (kurz),4.420724275062317e-05
Nennen  wie wird Datenanonymisierung im ML-Kontext umgesetzt?,0.0004009488731015
Wie wird Datenanonymisierung im ML-Kontext umgesetzt? (kurz erklären),0.0001243853129573
Erörtere  was sind typische Herausforderungen bei der Integration von KI in bestehende Systeme?,0.0004427016166954
Was sind typische Herausforderungen bei der Integration von KI in bestehende Systeme? (kurze antwort),3.836234076296832e-05
Wie kann man Datensätze für ML synthetisch erzeugen? (in eigenen worten),0.0004301415660957
Wie kann man Datensätze für ML synthetisch erzeugen? (maximal ein satz),4.2759094870394725e-05
Wie können Unternehmen KI verantwortungsvoll einsetzen? (ausführliche erklärung),0.0005916173457547
Wie können Unternehmen KI verantwortungsvoll einsetzen? (in wenigen worten),3.081151938447015e-05
Erörtere  was ist Transfer Learning und wann ist es sinnvoll?,0.0003506015666101
Was ist Transfer Learning und wann ist es sinnvoll? (nur das wichtigste),0.0001395436487991
Welche Rolle spielen Datenpipelines in ML-Projekten? (ausführlich),0.0005400213463269
Welche Rolle spielen Datenpipelines in ML-Projekten? (kurz),4.37079469294472e-05
Erörtere  wie kann man Modelle für verschiedene Sprachen trainieren?,0.0005672309484352
Wie kann man Modelle für verschiedene Sprachen trainieren? (in kurzform),6.222486506041534e-05
Wie wirkt sich die Größe eines Modells auf dessen Energieverbrauch aus? (ausführliche erklärung),0.0004185688503833
Wie wirkt sich die Größe eines Modells auf dessen Energieverbrauch aus? (in drei worten),2.618540713383306e-05
Nennen  was sind aktuelle Trends in der Forschung zu generativer KI?,0.0003985336104192
Was sind aktuelle Trends in der Forschung zu generativer KI? (prägnant),7.93425376510119e-05
Erkläre  wie kann Bias in Datensätzen erkannt werden?,0.0004540648435584
Wie kann Bias in Datensätzen erkannt werden? (in wenigen worten),3.666722447920547e-05
Wie läuft ein typischer AIaaS-Prozess ab? (genau),0.0003918230090802
Wie läuft ein typischer AIaaS-Prozess ab? (kurz zusammengefasst),0.0001347478821591
Was sind die wichtigsten Anforderungen an Datensicherheit bei AIaaS? (begründe),0.0005058088949709
Was sind die wichtigsten Anforderungen an Datensicherheit bei AIaaS? (kurz zusammengefasst),0.0001870089481179
Erläutere  wie wird Explainable AI in der Praxis angewendet?,0.0005105238842322
Wie wird Explainable AI in der Praxis angewendet? (kurz und bündig),9.976640322856913e-05
Was bedeutet Zero-Shot Learning? (ausführlich),0.0004846941261983
Was bedeutet Zero-Shot Learning? (knapp),3.2480718264084705e-05
Welche Rolle spielt Transfer Learning im KI-Bereich? (begründe),0.0002667386408095
Welche Rolle spielt Transfer Learning im KI-Bereich? (kurz und bündig),4.6601668208653865e-05
Wie können KI-Modelle in Echtzeit eingesetzt werden? (liefere eine genaue beschreibung),0.0005590549893765
Wie können KI-Modelle in Echtzeit eingesetzt werden? (stichpunktartig),0.0002777494459598
Was sind die Vorteile von AutoML? (schritt für schritt),0.0003016842361548
Was sind die Vorteile von AutoML? (kurz erklären),5.262351903745864e-05
Beschreibe  wie wird Fairness in KI-Systemen sichergestellt?,0.0004926134365965
Wie wird Fairness in KI-Systemen sichergestellt? (kurz zusammengefasst),9.355124990420893e-05
Welche KI-Technologien werden in der Industrie am meisten genutzt? (mit beispiel),0.0004157512528611
Welche KI-Technologien werden in der Industrie am meisten genutzt? (in einem satz),4.436843518232287e-05
Was sind die Aufgaben eines Data Scientists? (schritt für schritt),0.0003343084642098
Was sind die Aufgaben eines Data Scientists? (so knapp wie möglich),3.78405483628168e-05
Welche Unterschiede gibt es zwischen Regression und Klassifikation? (mit beispiel),0.0003047938865607
Welche Unterschiede gibt es zwischen Regression und Klassifikation? (so kurz wie möglich),2.86108143029812e-05
Wie funktioniert Clustering? (begründe),0.0003706807809026
Wie funktioniert Clustering? (in drei worten),2.2856058418589877e-05
Was ist ein Embedding im ML-Kontext? (schritt für schritt),0.0003971023101585
Was ist ein Embedding im ML-Kontext? (so knapp wie möglich),3.565866072986324e-05
Welche Bedeutung hat Feature Selection? (liefere details),0.0003808094050057
Welche Bedeutung hat Feature Selection? (maximal ein satz),3.391987424283694e-05
Wie kann man die Performanz von ML-Modellen steigern? (schritt für schritt),0.0005574222390521
Wie kann man die Performanz von ML-Modellen steigern? (stichpunktartig),0.0003552834313165
Was ist Reinforcement Learning und wofür wird es genutzt? (liefere details),0.000369311663957
Was ist Reinforcement Learning und wofür wird es genutzt? (in drei worten),2.830852276833276e-07
Wie kann man Daten für das Training augmentieren? (begründe),0.0003926201273787
Wie kann man Daten für das Training augmentieren? (nur das wichtigste),0.0001628006256643
Was ist eine ROC-Kurve? (liefere eine genaue beschreibung),0.0004360551492414
Was ist eine ROC-Kurve? (so knapp wie möglich),4.214504717382696e-05
Erörtere  wie funktioniert k-Nearest Neighbors?,0.0005015436780308
Wie funktioniert k-Nearest Neighbors? (in wenigen worten),5.764885366065845e-05
Wie werden Modelle mit Transfer Learning weiterentwickelt? (ausführlich),0.0007443287255883
Wie werden Modelle mit Transfer Learning weiterentwickelt? (kurze antwort),4.002158266777674e-05
Was sind GANs (Generative Adversarial Networks)? (liefere eine genaue beschreibung),0.00040702479555
Was sind GANs (Generative Adversarial Networks)? (in einem satz),4.876572769906122e-05
Wie lässt sich die Modellgüte bewerten? (detailliert),0.0006533130477732
Wie lässt sich die Modellgüte bewerten? (prägnant),3.123816052746617e-05
Welche Bedeutung haben Labels im Machine Learning? (detailliert),0.0004989107740633
Welche Bedeutung haben Labels im Machine Learning? (ohne ausschmückung),9.849623984438848e-05
Wie funktioniert Cross-Validation? (ausführliche erklärung),0.0005017839047833
Wie funktioniert Cross-Validation? (kurz beschreiben),0.0001736457897334
Erörtere  was ist eine Epoch im Training eines ML-Modells?,0.0002908074158814
Was ist eine Epoch im Training eines ML-Modells? (kurz und bündig),3.8623835636557854e-05
Erkläre  wie kann man Modelle interpretierbar machen?,0.0004462853578948
Wie kann man Modelle interpretierbar machen? (stichpunkte),0.0002791672572043
Beschreibe  was sind die wichtigsten Anwendungsfälle für ML in der Industrie?,0.0004074828921578
Was sind die wichtigsten Anwendungsfälle für ML in der Industrie? (stichpunktartig),0.0001879156281654
Wie kann man Daten für maschinelles Lernen anonymisieren? (detailliert),0.0006500569611397
Wie kann man Daten für maschinelles Lernen anonymisieren? (stichpunkte),0.0004659478996592
Was versteht man unter Batch Learning? (begründe),0.0002341618929869
Was versteht man unter Batch Learning? (maximal ein satz),2.90874732286068e-05
Erörtere  was ist Semi-Supervised Learning?,0.0002976732475729
Was ist Semi-Supervised Learning? (in drei worten),2.5553488014572635e-05
Wie können Ausreißer im Datensatz erkannt und behandelt werden? (begründe),0.000541604947223
Wie können Ausreißer im Datensatz erkannt und behandelt werden? (in wenigen worten),3.8249686546429786e-05
Beschreibe  was sind Herausforderungen bei Multi-Label-Klassifikation?,0.0003784538897806
Was sind Herausforderungen bei Multi-Label-Klassifikation? (stichpunktartig),0.0001675789477572
Nenne 3 Vorteile von KI in der Industrie. (ausführlich),0.0005088613264751
Nenne 3 Vorteile von KI in der Industrie. (stichpunktartig),8.533556167586226e-05
Erörtere Gib mir 5 Beispiele für Machine-Learning-Algorithmen.,0.0002664602951418
Gib mir 5 Beispiele für Machine-Learning-Algorithmen. (kurz erklären),0.0002066264995815
Nennen Zähle 10 Anwendungen für Deep Learning auf.,0.0002165024080155
Zähle 10 Anwendungen für Deep Learning auf. (kurze antwort),5.965321182117538e-05
Was sind die 2 Hauptarten von neuronalen Netzen? (schritt für schritt),0.0002815067032176
Was sind die 2 Hauptarten von neuronalen Netzen? (maximal ein satz),3.830899358316731e-05
Welche 4 Schritte umfasst der Data-Science-Prozess? (detailliert),0.0004002270717926
Welche 4 Schritte umfasst der Data-Science-Prozess? (kurz und bündig),6.125054681131888e-05
Nennen Gib 6 Methoden zur Datenvorverarbeitung an.,0.0001721569558641
Gib 6 Methoden zur Datenvorverarbeitung an. (maximal ein satz),7.822113217306349e-05
Was sind 3 Herausforderungen bei der Datensicherheit? (in eigenen worten),0.0001054948974781
Was sind 3 Herausforderungen bei der Datensicherheit? (so knapp wie möglich),5.276247150233871e-05
Erörtere Nenne 7 bekannte Frameworks für KI.,0.0002481252603185
Nenne 7 bekannte Frameworks für KI. (nur das wichtigste),0.0001971793833883
Erläutere Welche 8 Programmiersprachen werden im ML eingesetzt?,0.0002989897217787
Welche 8 Programmiersprachen werden im ML eingesetzt? (so kurz wie möglich),5.081807402525756e-05
Zähle 5 Nachteile von Black-Box-Modellen auf. (liefere details),0.0002532058274007
Zähle 5 Nachteile von Black-Box-Modellen auf. (ohne ausschmückung),0.0001201814663214
Erkläre in 2 Sätzen den Begriff Overfitting. (mit beispiel),5.068010557540133e-05
Erkläre in 2 Sätzen den Begriff Overfitting. (ohne ausschmückung),4.479698467318624e-05
Gib 10 Tipps zur Optimierung von Trainingsdaten. (detailliert),0.0006568594461371
Gib 10 Tipps zur Optimierung von Trainingsdaten. (kurz und bündig),0.0001266941782093
Was sind 4 Kennzahlen zur Bewertung von ML-Modellen? (detailliert),0.0005192276147013
Was sind 4 Kennzahlen zur Bewertung von ML-Modellen? (knapp),7.055470971813887e-05
Nenne 5 Ursachen für Bias in Datensätzen. (in eigenen worten),0.0001861184527312
Nenne 5 Ursachen für Bias in Datensätzen. (kurze antwort),7.267106802520259e-05
Was sind die 3 beliebtesten Cloud-Anbieter für AIaaS? (liefere eine genaue beschreibung),0.0005699610761337
Was sind die 3 beliebtesten Cloud-Anbieter für AIaaS? (knapp),4.683012106653232e-05
Beschreibe 6 typische Anwendungsbereiche von NLP. (genau),0.0001640473119465
Beschreibe 6 typische Anwendungsbereiche von NLP. (maximal ein satz),8.901443508487497e-05
Welche 2 Techniken zur Regularisierung gibt es? (in eigenen worten),0.0001790096749391
Welche 2 Techniken zur Regularisierung gibt es? (eine zeile),6.775030269552521e-05
Gib mir 9 Vorteile von Transfer Learning. (erklären sie),0.0002340935130968
Gib mir 9 Vorteile von Transfer Learning. (knapp),0.0001182222873494
Erkläre  was sind 5 ethische Aspekte beim Einsatz von KI?,0.0002598269843251
Was sind 5 ethische Aspekte beim Einsatz von KI? (stichpunktartig),0.0001583281915008
Nenne 8 Herausforderungen beim Einsatz von KI in KMUs. (detailliert),0.000777745627525
Nenne 8 Herausforderungen beim Einsatz von KI in KMUs. (knapp),9.960212446695715e-05

